marketlevels,Low_IX.D.DAX.DAILY.IP,9903.6
marketlevels,High_IX.D.DAX.DAILY.IP,10166.1
marketlevels,CloseBid_IX.D.DAX.DAILY.IP,9936.1
marketlevels,CloseOffer_IX.D.DAX.DAILY.IP,9938.1
marketlevels,Low_IX.D.CAC.DAILY.IP,79228162514264337593543950335
marketlevels,High_IX.D.CAC.DAILY.IP,-79228162514264337593543950335
marketlevels,CloseBid_IX.D.CAC.DAILY.IP,-79228162514264337593543950335
marketlevels,CloseOffer_IX.D.CAC.DAILY.IP,-79228162514264337593543950335
marketlevels,Low_IX.D.DOW.DAILY.IP,79228162514264337593543950335
marketlevels,High_IX.D.DOW.DAILY.IP,-79228162514264337593543950335
marketlevels,CloseBid_IX.D.DOW.DAILY.IP,-79228162514264337593543950335
marketlevels,CloseOffer_IX.D.DOW.DAILY.IP,-79228162514264337593543950335

stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:45:0,DAX,10128.2,10135.2,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:45:14,DAX,10129.9,10136.9,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:45:29,DAX,10128.2,10135.2,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:45:34,DAX,10129.0,10136.0,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:45:35,DAX,10129.9,10136.9,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:45:48,DAX,10128.2,10135.2,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:45:52,DAX,10129.9,10136.9,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:46:13,DAX,10131.6,10138.6,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:46:19,DAX,10131.6,10138.6,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:46:31,DAX,10133.3,10140.3,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:46:57,DAX,10133.3,10140.3,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:47:16,DAX,10135.0,10142.0,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:47:35,DAX,10135.0,10142.0,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:47:41,DAX,10133.3,10140.3,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:47:48,DAX,10135.0,10142.0,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:48:23,DAX,10136.6,10143.6,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:49:12,DAX,10135.0,10142.0,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:49:19,DAX,10133.3,10140.3,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:49:37,DAX,10135.0,10142.0,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:49:49,DAX,10133.3,10140.3,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:49:50,DAX,10135.0,10142.0,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:49:52,DAX,10135.8,10142.8,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:49:54,DAX,10136.6,10143.6,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:50:33,DAX,10136.6,10143.6,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:50:39,DAX,10138.3,10145.3,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:50:43,DAX,10135.0,10142.0,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:50:49,DAX,10136.6,10143.6,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:50:52,DAX,10135.0,10142.0,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:50:59,DAX,10136.6,10143.6,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:51:47,DAX,10135.0,10142.0,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:51:56,DAX,10133.3,10140.3,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:52:32,DAX,10135.0,10142.0,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:52:35,DAX,10133.3,10140.3,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:52:37,DAX,10135.0,10142.0,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:53:3,DAX,10133.3,10140.3,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:53:18,DAX,10131.6,10138.6,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:54:20,DAX,10129.9,10136.9,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:54:26,DAX,10128.2,10135.2,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:54:28,DAX,10126.5,10133.5,0
stocks,IX.D.DAX.DAILY.IP,13/1/2016 5:54:34,DAX,10128.2,10135.2,0
