
stocks,IX.D.DAX.DAILY.IP,05/01/2016 08:05:14,DAX,-0.15658875000000000000000838,-0.15658875000000000000000838,0
stocks,IX.D.DAX.DAILY.IP,05/01/2016 09:29:23,DAX,-1.26958875000000000000000838,-1.26958875000000000000000838,0
stocks,IX.D.DAX.DAILY.IP,05/01/2016 13:05:56,DAX,-0.96658875000000000000000838,-0.96658875000000000000000838,0
stocks,IX.D.DAX.DAILY.IP,05/01/2016 13:09:53,DAX,-0.76958875000000000000000838,-0.76958875000000000000000838,0
stocks,IX.D.DAX.DAILY.IP,05/01/2016 14:54:27,DAX,-0.71458875000000000000000838,-0.71458875000000000000000838,0
stocks,IX.D.DAX.DAILY.IP,05/01/2016 15:00:22,DAX,-0.81458875000000000000000838,-0.81458875000000000000000838,0
stocks,IX.D.DAX.DAILY.IP,05/01/2016 16:30:09,DAX,-0.93958875000000000000000838,-0.93958875000000000000000838,0
stocks,IX.D.DAX.DAILY.IP,05/01/2016 16:40:55,DAX,-0.63158875000000000000000838,-0.63158875000000000000000838,0
stocks,IX.D.DAX.DAILY.IP,05/01/2016 16:43:12,DAX,-0.58958875000000000000000838,-0.58958875000000000000000838,0
stocks,IX.D.DAX.DAILY.IP,05/01/2016 17:21:32,DAX,-0.92958875000000000000000838,-0.92958875000000000000000838,0

indicators,WMA_2_IX.D.DAX.DAILY.IP,05/01/2016 08:05:14,-0.11121791666666666666667671
indicators,WMA_10_IX.D.DAX.DAILY.IP,05/01/2016 08:05:14,-0.1063937500000000000000002
indicators,WMA_60_IX.D.DAX.DAILY.IP,05/01/2016 08:05:14,-0.01978569444444444444444445
indicators,WMA_2_IX.D.DAX.DAILY.IP,05/01/2016 09:29:23,-1.28979291666666666666667669
indicators,WMA_10_IX.D.DAX.DAILY.IP,05/01/2016 09:29:23,-1.26687791666666666666666691
indicators,WMA_60_IX.D.DAX.DAILY.IP,05/01/2016 09:29:23,-0.76950874999999999999999995
indicators,WMA_2_IX.D.DAX.DAILY.IP,05/01/2016 13:05:56,-0.98542208333333333333334335
indicators,WMA_10_IX.D.DAX.DAILY.IP,05/01/2016 13:05:56,-1.12850041666666666666666693
indicators,WMA_60_IX.D.DAX.DAILY.IP,05/01/2016 13:05:56,-1.38227361111111111111111144
indicators,WMA_2_IX.D.DAX.DAILY.IP,05/01/2016 13:09:53,-0.84248458333333333333334336
indicators,WMA_10_IX.D.DAX.DAILY.IP,05/01/2016 13:09:53,-0.99758291666666666666666687
indicators,WMA_60_IX.D.DAX.DAILY.IP,05/01/2016 13:09:53,-1.33893597222222222222222253
indicators,WMA_2_IX.D.DAX.DAILY.IP,05/01/2016 14:54:27,-0.63132208333333333333334333
indicators,WMA_10_IX.D.DAX.DAILY.IP,05/01/2016 14:54:27,-0.59840875000000000000000026
indicators,WMA_60_IX.D.DAX.DAILY.IP,05/01/2016 14:54:27,-0.55308555555555555555555554
indicators,WMA_2_IX.D.DAX.DAILY.IP,05/01/2016 15:00:22,-0.84737208333333333333334332
indicators,WMA_10_IX.D.DAX.DAILY.IP,05/01/2016 15:00:22,-0.74379791666666666666666692
indicators,WMA_60_IX.D.DAX.DAILY.IP,05/01/2016 15:00:22,-0.58304347222222222222222209
indicators,WMA_2_IX.D.DAX.DAILY.IP,05/01/2016 16:30:09,-0.83359291666666666666667668
indicators,WMA_10_IX.D.DAX.DAILY.IP,05/01/2016 16:30:09,-0.89945875000000000000000023
indicators,WMA_60_IX.D.DAX.DAILY.IP,05/01/2016 16:30:09,-0.69090527777777777777777806
indicators,WMA_2_IX.D.DAX.DAILY.IP,05/01/2016 16:40:55,-0.62570958333333333333334334
indicators,WMA_10_IX.D.DAX.DAILY.IP,05/01/2016 16:40:55,-0.67925125000000000000000023
indicators,WMA_60_IX.D.DAX.DAILY.IP,05/01/2016 16:40:55,-0.65193958333333333333333341
indicators,WMA_2_IX.D.DAX.DAILY.IP,05/01/2016 16:43:12,-0.59756375000000000000001001
indicators,WMA_10_IX.D.DAX.DAILY.IP,05/01/2016 16:43:12,-0.63003625000000000000000022
indicators,WMA_60_IX.D.DAX.DAILY.IP,05/01/2016 16:43:12,-0.64868875000000000000000001
indicators,WMA_2_IX.D.DAX.DAILY.IP,05/01/2016 17:21:32,-0.91943875000000000000001002
indicators,WMA_10_IX.D.DAX.DAILY.IP,05/01/2016 17:21:32,-0.9013912500000000000000002
indicators,WMA_60_IX.D.DAX.DAILY.IP,05/01/2016 17:21:32,-0.74268652777777777777777796



05/01/2016 08:05:14,IX.D.DAX.DAILY.IP,0.28
05/01/2016 09:29:23,IX.D.DAX.DAILY.IP,-0.36
05/01/2016 13:05:56,IX.D.DAX.DAILY.IP,0.14
05/01/2016 13:09:53,IX.D.DAX.DAILY.IP,-0.1
05/01/2016 14:54:27,IX.D.DAX.DAILY.IP,-0.14
05/01/2016 15:00:22,IX.D.DAX.DAILY.IP,-0.12
05/01/2016 16:30:09,IX.D.DAX.DAILY.IP,0.22
05/01/2016 16:40:55,IX.D.DAX.DAILY.IP,0.06
05/01/2016 16:43:12,IX.D.DAX.DAILY.IP,-0.08
05/01/2016 17:21:32,IX.D.DAX.DAILY.IP,0
