
mktdata,CS.D.EURUSD.TODAY.IP,18/8/2016 8:3:15,EURUSD,0.02034694444444444444444055,0.02034694444444444444444055,0
mktdata,CS.D.EURUSD.TODAY.IP,18/8/2016 8:30:24,EURUSD,-0.03665305555555555555555945,-0.03665305555555555555555945,0
mktdata,CS.D.EURUSD.TODAY.IP,18/8/2016 8:31:40,EURUSD,0.01284694444444444444444055,0.01284694444444444444444055,0
mktdata,CS.D.EURUSD.TODAY.IP,18/8/2016 13:9:27,EURUSD,0.07434694444444444444444055,0.07434694444444444444444055,0
mktdata,CS.D.EURUSD.TODAY.IP,18/8/2016 13:38:6,EURUSD,0.10034694444444444444444055,0.10034694444444444444444055,0
mktdata,CS.D.EURUSD.TODAY.IP,18/8/2016 13:48:58,EURUSD,0.13884694444444444444444055,0.13884694444444444444444055,0
mktdata,CS.D.EURUSD.TODAY.IP,18/8/2016 14:2:4,EURUSD,0.20034694444444444444444055,0.20034694444444444444444055,0
mktdata,CS.D.EURUSD.TODAY.IP,18/8/2016 15:59:23,EURUSD,0.40784694444444444444444055,0.40784694444444444444444055,0
mktdata,CS.D.EURUSD.TODAY.IP,18/8/2016 16:47:44,EURUSD,0.29834694444444444444444055,0.29834694444444444444444055,0
mktdata,CS.D.EURUSD.TODAY.IP,18/8/2016 16:54:15,EURUSD,0.27884694444444444444444055,0.27884694444444444444444055,0

indicators,EMA_2_CS.D.EURUSD.TODAY.IP,18/8/2016 8:3:15,-0.01500449374980561684754341
indicators,EMA_10_CS.D.EURUSD.TODAY.IP,18/8/2016 8:3:15,0.02158103547777523396292531
indicators,EMA_30_CS.D.EURUSD.TODAY.IP,18/8/2016 8:3:15,0.02112250462772862201397092
indicators,EMA_90_CS.D.EURUSD.TODAY.IP,18/8/2016 8:3:15,-0.01353625809566514784866649
indicators,RSI_1_14_CS.D.EURUSD.TODAY.IP,18/8/2016 8:3:15,-0.1525612472160356347438752784
indicators,RSI_2_14_CS.D.EURUSD.TODAY.IP,18/8/2016 8:3:15,-0.1136363636363636363636363636
indicators,Trend_90_14_CS.D.EURUSD.TODAY.IP,18/8/2016 8:3:15,0.246219895724022
indicators,Trend_180_14_CS.D.EURUSD.TODAY.IP,18/8/2016 8:3:15,-0.877655399308771
indicators,WMVol_2_CS.D.EURUSD.TODAY.IP,18/8/2016 8:3:15,0.2229634211623178097713161222
indicators,WMVol_10_CS.D.EURUSD.TODAY.IP,18/8/2016 8:3:15,0.3816934925856071991102392904
indicators,Trend_30_6_WMVol_2_CS.D.EURUSD.TODAY.IP,18/8/2016 8:3:15,-0.6299405332464780556073998350
indicators,Trend_60_6_WMVol_10_CS.D.EURUSD.TODAY.IP,18/8/2016 8:3:15,0.4367617910448111648371462600
indicators,EMA_2_CS.D.EURUSD.TODAY.IP,18/8/2016 8:30:24,-0.0746165926603526800318966
indicators,EMA_10_CS.D.EURUSD.TODAY.IP,18/8/2016 8:30:24,-0.05380021167784228647696947
indicators,EMA_30_CS.D.EURUSD.TODAY.IP,18/8/2016 8:30:24,-0.01834562525109948643059222
indicators,EMA_90_CS.D.EURUSD.TODAY.IP,18/8/2016 8:30:24,-0.0202791651721057961846382
indicators,RSI_1_14_CS.D.EURUSD.TODAY.IP,18/8/2016 8:30:24,0.0067567567567567567567567568
indicators,RSI_2_14_CS.D.EURUSD.TODAY.IP,18/8/2016 8:30:24,-0.083720930232558139534883721
indicators,Trend_90_14_CS.D.EURUSD.TODAY.IP,18/8/2016 8:30:24,-0.5560273415032015
indicators,Trend_180_14_CS.D.EURUSD.TODAY.IP,18/8/2016 8:30:24,-0.9329313478205095
indicators,WMVol_2_CS.D.EURUSD.TODAY.IP,18/8/2016 8:30:24,0.0710522277391519471909468048
indicators,WMVol_10_CS.D.EURUSD.TODAY.IP,18/8/2016 8:30:24,0.3268808184500297733077315873
indicators,Trend_30_6_WMVol_2_CS.D.EURUSD.TODAY.IP,18/8/2016 8:30:24,-0.1905829344941442556852989900
indicators,Trend_60_6_WMVol_10_CS.D.EURUSD.TODAY.IP,18/8/2016 8:30:24,-0.0446493970918066590767616400
indicators,EMA_2_CS.D.EURUSD.TODAY.IP,18/8/2016 8:31:40,-0.0493400487410503432787786
indicators,EMA_10_CS.D.EURUSD.TODAY.IP,18/8/2016 8:31:40,-0.05007381124637316448457332
indicators,EMA_30_CS.D.EURUSD.TODAY.IP,18/8/2016 8:31:40,-0.01852807649897415689019901
indicators,EMA_90_CS.D.EURUSD.TODAY.IP,18/8/2016 8:31:40,-0.02031491607043453703419272
indicators,RSI_1_14_CS.D.EURUSD.TODAY.IP,18/8/2016 8:31:40,0.1604774535809018567639257294
indicators,RSI_2_14_CS.D.EURUSD.TODAY.IP,18/8/2016 8:31:40,0.0126213592233009708737864078
indicators,Trend_90_14_CS.D.EURUSD.TODAY.IP,18/8/2016 8:31:40,0.1097697055166266
indicators,Trend_180_14_CS.D.EURUSD.TODAY.IP,18/8/2016 8:31:40,-0.850310217364355
indicators,WMVol_2_CS.D.EURUSD.TODAY.IP,18/8/2016 8:31:40,0.2264793913544047870434009445
indicators,WMVol_10_CS.D.EURUSD.TODAY.IP,18/8/2016 8:31:40,0.3232905626521125324067247687
indicators,Trend_30_6_WMVol_2_CS.D.EURUSD.TODAY.IP,18/8/2016 8:31:40,1.1502669957535082615140192100
indicators,Trend_60_6_WMVol_10_CS.D.EURUSD.TODAY.IP,18/8/2016 8:31:40,-0.0858670876646834846191995600
indicators,EMA_2_CS.D.EURUSD.TODAY.IP,18/8/2016 13:9:27,0.06297621127474374829644497
indicators,EMA_10_CS.D.EURUSD.TODAY.IP,18/8/2016 13:9:27,0.05965826600024587639543479
indicators,EMA_30_CS.D.EURUSD.TODAY.IP,18/8/2016 13:9:27,0.07087390432186250752887779
indicators,EMA_90_CS.D.EURUSD.TODAY.IP,18/8/2016 13:9:27,0.04752422160234791804919374
indicators,RSI_1_14_CS.D.EURUSD.TODAY.IP,18/8/2016 13:9:27,0.1462093862815884476534296029
indicators,RSI_2_14_CS.D.EURUSD.TODAY.IP,18/8/2016 13:9:27,-0.0160427807486631016042780748
indicators,Trend_90_14_CS.D.EURUSD.TODAY.IP,18/8/2016 13:9:27,0.76185000194055635
indicators,Trend_180_14_CS.D.EURUSD.TODAY.IP,18/8/2016 13:9:27,0.298860843536927
indicators,WMVol_2_CS.D.EURUSD.TODAY.IP,18/8/2016 13:9:27,0.0413973700224140583630002565
indicators,WMVol_10_CS.D.EURUSD.TODAY.IP,18/8/2016 13:9:27,0.1273996246964341038409688492
indicators,Trend_30_6_WMVol_2_CS.D.EURUSD.TODAY.IP,18/8/2016 13:9:27,-0.1480370297229777753778112450
indicators,Trend_60_6_WMVol_10_CS.D.EURUSD.TODAY.IP,18/8/2016 13:9:27,-0.1980700552673046996311452700
indicators,EMA_2_CS.D.EURUSD.TODAY.IP,18/8/2016 13:38:6,0.10037510864112916899671308
indicators,EMA_10_CS.D.EURUSD.TODAY.IP,18/8/2016 13:38:6,0.10001585508491809887796869
indicators,EMA_30_CS.D.EURUSD.TODAY.IP,18/8/2016 13:38:6,0.08923781763066867101052538
indicators,EMA_90_CS.D.EURUSD.TODAY.IP,18/8/2016 13:38:6,0.06178182728623348664324778
indicators,RSI_1_14_CS.D.EURUSD.TODAY.IP,18/8/2016 13:38:6,-0.0395683453237410071942446044
indicators,RSI_2_14_CS.D.EURUSD.TODAY.IP,18/8/2016 13:38:6,-0.0402843601895734597156398104
