stocks,IX.D.DAX.DAILY.IP,07/01/2016 08:35:53,DAX,-0.6825,-0.6825,0
stocks,IX.D.DAX.DAILY.IP,07/01/2016 08:38:41,DAX,-0.3075,-0.3075,0
stocks,IX.D.DAX.DAILY.IP,07/01/2016 08:41:20,DAX,-0.3155,-0.3155,0
stocks,IX.D.DAX.DAILY.IP,07/01/2016 08:52:28,DAX,-0.5355,-0.5355,0
stocks,IX.D.DAX.DAILY.IP,07/01/2016 13:13:08,DAX,-0.5365,-0.5365,0
stocks,IX.D.DAX.DAILY.IP,07/01/2016 14:03:13,DAX,-0.3835,-0.3835,0
stocks,IX.D.DAX.DAILY.IP,07/01/2016 14:42:00,DAX,0.6085,0.6085,0
stocks,IX.D.DAX.DAILY.IP,07/01/2016 15:41:22,DAX,0.5585,0.5585,0
stocks,IX.D.DAX.DAILY.IP,07/01/2016 15:49:05,DAX,0.7935,0.7935,0
stocks,IX.D.DAX.DAILY.IP,07/01/2016 16:56:13,DAX,0.4615,0.4615,0

indicators,WMA_2_IX.D.DAX.DAILY.IP,07/01/2016 13:13:08,-0.56895000000000000000000159
indicators,WMA_10_IX.D.DAX.DAILY.IP,07/01/2016 13:13:08,-0.49611833333333333333332539
indicators,WMA_60_IX.D.DAX.DAILY.IP,07/01/2016 13:13:08,-0.54435402777777777777776989
indicators,WMA_2_IX.D.DAX.DAILY.IP,07/01/2016 14:03:13,-0.33744166666666666666666825
indicators,WMA_10_IX.D.DAX.DAILY.IP,07/01/2016 14:03:13,-0.32616833333333333333332539
indicators,WMA_60_IX.D.DAX.DAILY.IP,07/01/2016 14:03:13,-0.51740861111111111111110317
indicators,WMA_2_IX.D.DAX.DAILY.IP,07/01/2016 14:42:00,0.47611666666666666666666506
indicators,WMA_10_IX.D.DAX.DAILY.IP,07/01/2016 14:42:00,0.17769916666666666666667464
indicators,WMA_60_IX.D.DAX.DAILY.IP,07/01/2016 14:42:00,-0.16227736111111111111110316
indicators,WMA_2_IX.D.DAX.DAILY.IP,07/01/2016 15:41:22,0.65901249999999999999999839
indicators,WMA_10_IX.D.DAX.DAILY.IP,07/01/2016 15:41:22,0.61103916666666666666667462
indicators,WMA_60_IX.D.DAX.DAILY.IP,07/01/2016 15:41:22,0.34299152777777777777778577
indicators,WMA_2_IX.D.DAX.DAILY.IP,07/01/2016 15:49:05,0.80787083333333333333333177
indicators,WMA_10_IX.D.DAX.DAILY.IP,07/01/2016 15:49:05,0.73287250000000000000000794
indicators,WMA_60_IX.D.DAX.DAILY.IP,07/01/2016 15:49:05,0.38791500000000000000000806
indicators,WMA_2_IX.D.DAX.DAILY.IP,07/01/2016 16:56:13,0.43162083333333333333333172
indicators,WMA_10_IX.D.DAX.DAILY.IP,07/01/2016 16:56:13,0.479895000000000000000008
indicators,WMA_60_IX.D.DAX.DAILY.IP,07/01/2016 16:56:13,0.67967486111111111111111909
indicators,WMA_1D_IX.D.DAX.DAILY.IP,07/01/2016 08:00:00,-0.23007155555555555555538735



07/01/2016 13:13:08,-0.08
07/01/2016 14:03:13,0.12
07/01/2016 14:42:00,-0.38
07/01/2016 15:41:22,0.34
07/01/2016 15:49:05,0.24
07/01/2016 16:56:13,0.02

