
mktdata,CS.D.EURUSD.TODAY.IP,17/8/2016 13:44:58,EURUSD,-0.08607740740740740740740976,-0.08607740740740740740740976,0
mktdata,CS.D.EURUSD.TODAY.IP,17/8/2016 13:50:33,EURUSD,-0.07707740740740740740740976,-0.07707740740740740740740976,0
mktdata,CS.D.EURUSD.TODAY.IP,17/8/2016 14:0:51,EURUSD,-0.28607740740740740740740976,-0.28607740740740740740740976,0
mktdata,CS.D.EURUSD.TODAY.IP,17/8/2016 14:11:25,EURUSD,0.45242259259259259259259024,0.45242259259259259259259024,0
mktdata,CS.D.EURUSD.TODAY.IP,17/8/2016 14:30:13,EURUSD,0.33192259259259259259259024,0.33192259259259259259259024,0
mktdata,CS.D.EURUSD.TODAY.IP,17/8/2016 16:25:27,EURUSD,0.16742259259259259259259024,0.16742259259259259259259024,0

indicators,EMA_2_CS.D.EURUSD.TODAY.IP,17/8/2016 13:44:58,-0.0748731371519967981956108
indicators,EMA_10_CS.D.EURUSD.TODAY.IP,17/8/2016 13:44:58,-0.05426624687656663651193372
indicators,EMA_30_CS.D.EURUSD.TODAY.IP,17/8/2016 13:44:58,-0.04196209338804603580222456
indicators,EMA_90_CS.D.EURUSD.TODAY.IP,17/8/2016 13:44:58,-0.02943907095232849999602965
indicators,RSI_1_14_CS.D.EURUSD.TODAY.IP,17/8/2016 13:44:58,-0.1888888888888888888888888889
indicators,RSI_2_14_CS.D.EURUSD.TODAY.IP,17/8/2016 13:44:58,-0.0934579439252336448598130841
indicators,Trend_90_14_CS.D.EURUSD.TODAY.IP,17/8/2016 13:44:58,-0.2178231227342424
indicators,Trend_180_14_CS.D.EURUSD.TODAY.IP,17/8/2016 13:44:58,-0.18235005873727675
indicators,WMVol_2_CS.D.EURUSD.TODAY.IP,17/8/2016 13:44:58,0.0948926111328526058936148397
indicators,WMVol_10_CS.D.EURUSD.TODAY.IP,17/8/2016 13:44:58,0.1691078923778121167775298411
indicators,Trend_30_6_WMVol_2_CS.D.EURUSD.TODAY.IP,17/8/2016 13:44:58,-0.0379819412298252382699561450
indicators,Trend_60_6_WMVol_10_CS.D.EURUSD.TODAY.IP,17/8/2016 13:44:58,0.1756608778328318682870999450
indicators,EMA_2_CS.D.EURUSD.TODAY.IP,17/8/2016 13:50:33,-0.06186379152586147146184265
indicators,EMA_10_CS.D.EURUSD.TODAY.IP,17/8/2016 13:50:33,-0.0567639403063500954694525
indicators,EMA_30_CS.D.EURUSD.TODAY.IP,17/8/2016 13:50:33,-0.04505610224111488033747986
indicators,EMA_90_CS.D.EURUSD.TODAY.IP,17/8/2016 13:50:33,-0.03128997548555749906697883
indicators,RSI_1_14_CS.D.EURUSD.TODAY.IP,17/8/2016 13:50:33,-0.1042296072507552870090634441
indicators,RSI_2_14_CS.D.EURUSD.TODAY.IP,17/8/2016 13:50:33,-0.0778251599147121535181236674
indicators,Trend_90_14_CS.D.EURUSD.TODAY.IP,17/8/2016 13:50:33,0.0833352268516749
indicators,Trend_180_14_CS.D.EURUSD.TODAY.IP,17/8/2016 13:50:33,-0.125916185320921
indicators,WMVol_2_CS.D.EURUSD.TODAY.IP,17/8/2016 13:50:33,0.0778671192184285359654769441
indicators,WMVol_10_CS.D.EURUSD.TODAY.IP,17/8/2016 13:50:33,0.1245092785932320858990803777
