
stocks,IX.D.DAX.DAILY.IP,06/01/2016 08:01:45,DAX,0.26524041666666666666665854,0.26524041666666666666665854,0
stocks,IX.D.DAX.DAILY.IP,06/01/2016 08:19:00,DAX,-0.07475958333333333333334146,-0.07475958333333333333334146,0
stocks,IX.D.DAX.DAILY.IP,06/01/2016 08:27:36,DAX,-0.91775958333333333333334146,-0.91775958333333333333334146,0
stocks,IX.D.DAX.DAILY.IP,06/01/2016 12:44:49,DAX,-1.15775958333333333333334146,-1.15775958333333333333334146,0
stocks,IX.D.DAX.DAILY.IP,06/01/2016 12:48:20,DAX,-1.07275958333333333333334146,-1.07275958333333333333334146,0
stocks,IX.D.DAX.DAILY.IP,06/01/2016 13:14:30,DAX,-1.51275958333333333333334146,-1.51275958333333333333334146,0
stocks,IX.D.DAX.DAILY.IP,06/01/2016 15:41:17,DAX,-0.87275958333333333333334146,-0.87275958333333333333334146,0
stocks,IX.D.DAX.DAILY.IP,06/01/2016 16:08:00,DAX,-0.61275958333333333333334146,-0.61275958333333333333334146,0
stocks,IX.D.DAX.DAILY.IP,06/01/2016 16:18:37,DAX,-0.68975958333333333333334146,-0.68975958333333333333334146,0
stocks,IX.D.DAX.DAILY.IP,06/01/2016 16:53:25,DAX,-0.43975958333333333333334146,-0.43975958333333333333334146,0

indicators,WMA_2_IX.D.DAX.DAILY.IP,06/01/2016 08:01:45,0.14938624999999999999999023
indicators,WMA_10_IX.D.DAX.DAILY.IP,06/01/2016 08:01:45,0.0842229166666666666666667
indicators,WMA_60_IX.D.DAX.DAILY.IP,06/01/2016 08:01:45,0.01128013888888888888888886
indicators,WMA_2_IX.D.DAX.DAILY.IP,06/01/2016 08:19:00,-0.1916720833333333333333431
indicators,WMA_10_IX.D.DAX.DAILY.IP,06/01/2016 08:19:00,-0.11407125000000000000000001
indicators,WMA_60_IX.D.DAX.DAILY.IP,06/01/2016 08:19:00,0.04505166666666666666666672
indicators,WMA_2_IX.D.DAX.DAILY.IP,06/01/2016 08:27:36,-0.66392625000000000000000974
indicators,WMA_10_IX.D.DAX.DAILY.IP,06/01/2016 08:27:36,-0.42280708333333333333333337
indicators,WMA_60_IX.D.DAX.DAILY.IP,06/01/2016 08:27:36,-0.02166652777777777777777766
indicators,WMA_2_IX.D.DAX.DAILY.IP,06/01/2016 12:44:49,-1.16115958333333333333334308
indicators,WMA_10_IX.D.DAX.DAILY.IP,06/01/2016 12:44:49,-1.09426041666666666666666668
indicators,WMA_60_IX.D.DAX.DAILY.IP,06/01/2016 12:44:49,-0.9657836111111111111111111
indicators,WMA_2_IX.D.DAX.DAILY.IP,06/01/2016 12:48:20,-1.07751375000000000000000973
indicators,WMA_10_IX.D.DAX.DAILY.IP,06/01/2016 12:48:20,-1.11536874999999999999999999
indicators,WMA_60_IX.D.DAX.DAILY.IP,06/01/2016 12:48:20,-0.96599666666666666666666663
indicators,WMA_2_IX.D.DAX.DAILY.IP,06/01/2016 13:14:30,-1.43335541666666666666667639
indicators,WMA_10_IX.D.DAX.DAILY.IP,06/01/2016 13:14:30,-1.31013875000000000000000006
indicators,WMA_60_IX.D.DAX.DAILY.IP,06/01/2016 13:14:30,-1.10355055555555555555555572
indicators,WMA_2_IX.D.DAX.DAILY.IP,06/01/2016 15:41:17,-0.88472625000000000000000974
indicators,WMA_10_IX.D.DAX.DAILY.IP,06/01/2016 15:41:17,-0.79158874999999999999999999
indicators,WMA_60_IX.D.DAX.DAILY.IP,06/01/2016 15:41:17,-1.09572263888888888888888903
indicators,WMA_2_IX.D.DAX.DAILY.IP,06/01/2016 16:08:00,-0.60340541666666666666667642
indicators,WMA_10_IX.D.DAX.DAILY.IP,06/01/2016 16:08:00,-0.61929374999999999999999996
indicators,WMA_60_IX.D.DAX.DAILY.IP,06/01/2016 16:08:00,-0.86081236111111111111111118
indicators,WMA_2_IX.D.DAX.DAILY.IP,06/01/2016 16:18:37,-0.70405541666666666666667642
indicators,WMA_10_IX.D.DAX.DAILY.IP,06/01/2016 16:18:37,-0.72214374999999999999999998
indicators,WMA_60_IX.D.DAX.DAILY.IP,06/01/2016 16:18:37,-0.78363458333333333333333359
indicators,WMA_2_IX.D.DAX.DAILY.IP,06/01/2016 16:53:25,-0.43218041666666666666667641
indicators,WMA_10_IX.D.DAX.DAILY.IP,06/01/2016 16:53:25,-0.42328541666666666666666667
indicators,WMA_60_IX.D.DAX.DAILY.IP,06/01/2016 16:53:25,-0.54840583333333333333333339



06/01/2016 08:01:45,IX.D.DAX.DAILY.IP,-0.24
06/01/2016 08:19:00,IX.D.DAX.DAILY.IP,-0.4
06/01/2016 08:27:36,IX.D.DAX.DAILY.IP,0.32
06/01/2016 12:44:49,IX.D.DAX.DAILY.IP,0.1
06/01/2016 12:48:20,IX.D.DAX.DAILY.IP,-0.14
06/01/2016 13:14:30,IX.D.DAX.DAILY.IP,0.24
06/01/2016 15:41:17,IX.D.DAX.DAILY.IP,-0.22
06/01/2016 16:08:00,IX.D.DAX.DAILY.IP,-0.08
06/01/2016 16:18:37,IX.D.DAX.DAILY.IP,0.16
06/01/2016 16:53:25,IX.D.DAX.DAILY.IP,0
